سال,1391,1392,1393,1394,1395,1396,1397,1398,1399,1400
جمع کل هزینه ناخالص,24.5,52.2,38.3,28.7,23.9,7.2,11.4,7.3,15.6,31.4
1- خوراکیها و آشامیدنیها,31.4,58.7,53,28.6,33.1,10.2,8,3.1,8.1,31.5
2- دخانیات,54.6,58.4,29.4,23.1,67.9,4.1,19.3,-3.6,-1.4,36.3
3- پوشاک و کفش,23.6,84.4,31.7,7.9,3,5.1,6.4,4.3,15.9,33.6
4- مسکن، آب، برق، گاز و سایر سوخت ها,33.5,43.8,37.9,36.9,31,7.1,12.9,12.4,13.2,36.4
5- لوازم، اثاث و خدمات مورد استفاده در خانه,16.2,43.4,56.2,26.6,18.4,7,8.5,6.9,14.1,23.6
6- بهداشت و درمان,27.5,70.9,35.7,16.8,17.5,4.5,12.7,8,18.8,35.1
7- حمل ونقل,0.4,58.8,23.2,26,5.8,6.7,16.1,5.9,40.1,19.2
8- ارتباطات,10.1,31.5,61.9,23.3,7.9,3.5,7.6,-0.1,19.9,27.7
9- تفریح و امور فرهنگی,9.6,65.2,-20.2,14.5,14.9,6.4,16.2,-5.8,20.7,32.3
10- تحصیل,15.4,21.5,7.4,8.1,4.1,3.5,12.6,5.7,23.6,18.3
11- رستوران و هتل,14.1,112.6,-19.7,26.1,15.6,7.5,13,13,11.9,29.1
12- کالاها و خدمات متفرقه,20.6,46.1,28.9,20.9,19.1,5.2,11.9,6.9,19.7,29.7
